XCoord,YCoord,START_NODE,END_NODE,EDGE,LENGTH
463050.98236968,4974820.77500518,386,483,13992,238.846047626801
466211.63208188,4974864.02554754,387,365,194,191.917816168885
466211.63208188,4974864.02554754,387,490,13991,159.266553999699
355468.72167474,4974873.84013512,389,377,195,703.818597674899
355468.72167474,4974873.84013512,389,308,196,877.693731429428
355468.72167474,4974873.84013512,389,407,205,628.932338570225
355468.72167474,4974873.84013512,389,456,229,371.057999583095
369156.44035746,4974875.80800975,393,394,197,2050.66033625978
369156.44035746,4974875.80800975,393,248,198,11081.1512935861
369156.44035746,4974875.80800975,393,885,443,3886.33603859055
368811.27932354,4973079.77031204,394,393,197,2050.66033625978
353499.17552081,4974880.50764307,398,380,199,150.142162443345
353499.17552081,4974880.50764307,398,424,212,448.662314354811
353499.17552081,4974880.50764307,398,468,234,303.372879690007
468239.21646421,4974890.22788770,400,358,200,2202.61028155715
468239.21646421,4974890.22788770,400,355,201,1211.15809769733
468239.21646421,4974890.22788770,400,438,219,253.695145595697
353041.98158117,4974905.49907928,404,380,202,489.461728836864
353041.98158117,4974905.49907928,404,428,215,683.083501318404
353041.98158117,4974905.49907928,404,475,238,303.534985809129
496295.52552487,4974909.81171227,405,406,203,1370.59780060217
495100.74222848,4974450.26506876,406,405,203,1370.59780060217
495100.74222848,4974450.26506876,406,492,246,6908.72094744109
495100.74222848,4974450.26506876,406,841,421,10433.3514170185
495100.74222848,4974450.26506876,406,888,444,11440.3134685291
354840.96106434,4974912.21333572,407,377,204,179.812783118663
354840.96106434,4974912.21333572,407,389,205,628.932338570225
354840.96106434,4974912.21333572,407,412,207,295.234142769744
354840.96106434,4974912.21333572,407,435,218,212.501298208136
354546.27829728,4974930.24846408,412,373,206,184.140326458125
354546.27829728,4974930.24846408,412,407,207,295.234142769744
354546.27829728,4974930.24846408,412,415,209,11.8198681247915
